Unnamed: 0,dataset_id,id,acceptedNameUsage,acceptedNameUsageID,accessRights,aphiaid,areas,associatedMedia,associatedOccurrences,associatedOrganisms,associatedReferences,associatedSequences,associatedTaxa,basisOfRecord,bathymetry,bed,behavior,bibliographicCitation,brackish,caste,catalogNumber,class,classid,collectionCode,collectionID,continent,coordinatePrecision,coordinateUncertaintyInMeters,country,countryCode,county,cultivarEpithet,dataGeneralizations,datasetID,datasetName,dateIdentified,date_end,date_mid,date_start,date_year,day,decimalLatitude,decimalLongitude,degreeOfEstablishment,depth,disposition,division,divisionid,domain,domainid,dynamicProperties,earliestAgeOrLowestStage,earliestEonOrLowestEonothem,earliestEpochOrLowestSeries,earliestEraOrLowestErathem,earliestPeriodOrLowestSystem,endDayOfYear,establishmentMeans,eventDate,eventID,eventRemarks,eventTime,eventType,family,familyid,fieldNotes,fieldNumber,footprintSRS,footprintSpatialFit,footprintWKT,forma,formaid,formation,genericName,genus,genusid,geodeticDatum,geologicalContextID,georeferenceProtocol,georeferenceRemarks,georeferenceSources,georeferenceVerificationStatus,georeferencedBy,georeferencedDate,gigaclass,gigaclassid,group,hab,habitat,higherClassification,higherGeography,higherGeographyID,highestBiostratigraphicZone,identificationID,identificationQualifier,identificationReferences,identificationRemarks,identificationVerificationStatus,identifiedBy,identifiedByID,individualCount,informationWithheld,infraclass,infraclassid,infragenericEpithet,infrakingdom,infrakingdomid,infraorder,infraorderid,infraphylum,infraphylumid,infraspecificEpithet,institutionCode,institutionID,island,islandGroup,kingdom,kingdomid,language,latestAgeOrHighestStage,latestEonOrHighestEonothem,latestEpochOrHighestSeries,latestEraOrHighestErathem,latestPeriodOrHighestSystem,license,lifeStage,lithostratigraphicTerms,locality,locationAccordingTo,locationID,locationRemarks,lowestBiostratigraphicZone,marine,materialEntityID,materialEntityRemarks,materialSampleID,maximumDepthInMeters,maximumDistanceAboveSurfaceInMeters,maximumElevationInMeters,megaclass,megaclassid,member,minimumDepthInMeters,minimumDistanceAboveSurfaceInMeters,minimumElevationInMeters,modified,month,municipality,nameAccordingTo,nameAccordingToID,namePublishedIn,namePublishedInID,namePublishedInYear,nomenclaturalCode,nomenclaturalStatus,occurrenceID,occurrenceRemarks,occurrenceStatus,order,orderid,organismID,organismName,organismQuantity,organismQuantityType,organismRemarks,organismScope,originalNameUsage,originalNameUsageID,otherCatalogNumbers,ownerInstitutionCode,parentEventID,parentNameUsage,parentNameUsageID,parvorder,parvorderid,parvphylum,parvphylumid,pathway,phylum,phylum_division,phylum_divisionid,phylumid,pointRadiusSpatialFit,preparations,previousIdentifications,recordNumber,recordedBy,recordedByID,redlist_category,references,reproductiveCondition,rightsHolder,sampleSizeUnit,sampleSizeValue,samplingEffort,samplingProtocol,scientificName,scientificNameAuthorship,scientificNameID,section,sectionid,sex,shoredistance,species,speciesid,specificEpithet,sss,sst,startDayOfYear,stateProvince,subclass,subclassid,subdivision,subdivisionid,subfamily,subfamilyid,subforma,subformaid,subgenus,subgenusid,subkingdom,subkingdomid,suborder,suborderid,subphylum,subphylum_subdivision,subphylum_subdivisionid,subphylumid,subsection,subsectionid,subspecies,subspeciesid,subterclass,subterclassid,subtribe,subtribeid,subvariety,subvarietyid,superclass,superclassid,superdomain,superdomainid,superfamily,superfamilyid,superorder,superorderid,supertribe,supertribeid,taxonConceptID,taxonID,taxonRank,taxonRemarks,taxonomicStatus,tribe,tribeid,type,typeStatus,unaccepted,variety,varietyid,verbatimCoordinateSystem,verbatimCoordinates,verbatimDepth,verbatimElevation,verbatimEventDate,verbatimIdentification,verbatimLabel,verbatimLatitude,verbatimLocality,verbatimLongitude,verbatimSRS,verbatimTaxonRank,vernacularName,verticalDatum,vitality,waterBody,wrims,year,originalScientificName,flags,dropped,absence,Behavior_mapped,Behavior_filled
0,a198615f-05a3-4543-adc0-5a03ff1ba8f0,a4335478-0603-47a5-9e9c-7f4e08d9f90d,,,,313100,"[238, 10266, 40034, 34275]",,,,,,,HumanObservation,25.0,,,,True,,,Elasmobranchii,10193,SharkBase,,,0.0009,100.0,,,,,,,,,1145404800000.0,1145404800000.0,1145404800000.0,2006.0,,7.7285,98.7376,,,,,,,,,,,,,,,,2006-04-19 23:04:00,,,,,Stegostomatidae,148874,,,,,POINT (98.73760 7.72850),,,,,Stegostoma,206765,,,,,,,,,,,,,,,,,,,,,,,,,,,Selachii,368408,,,,,,Gnathostomata,1828,,SharkBase,,,,Animalia,2,,,,,,,,,,,,,,,True,,,,,,,,,,,,,2019-01-02T15:18:32,,,,,,,,,,12,,present,Orectolobiformes,10208,,,1,individuals,,,,,,,,,,,,Chondrichthyes,1517375,,Chordata,,,1821,,,,,,,,,,,,,,,Stegostoma tigrinum,,urn:lsid:marinespecies.org:taxname:220032,,,,2150.0,Stegostoma tigrinum,313100.0,,32.08,29.41,,,Neoselachii,368407,,,,,,,,,,,,,Vertebrata,,,146419,,,,,,,,,,,,,,,,,Galeomorphi,368410.0,,,,,species,,,,,,,220032.0,,,,,,,,,,,,,,,,,,,,,Stegostoma fasciatum,[NO_DEPTH],False,False,,migrating
1,a198615f-05a3-4543-adc0-5a03ff1ba8f0,d1b25407-a2e5-4dca-b681-dde7adeaaace,,,,105789,"[59, 60, 10053, 10101, 20001]",,,,,,,HumanObservation,119.0,,,,False,,,Elasmobranchii,10193,SharkBase,,,0.0009,100.0,,,,,,,,,1377302400000.0,1377302400000.0,1377302400000.0,2013.0,,1.37417,-91.8219,,,,,,,,,,,,,,,,2013-08-24 23:08:00,,,,,Carcharhinidae,105689,,,,,POINT (-91.82194 1.37417),,,,,Carcharhinus,105719,,,,,,,,,,,,,,,,,,,,,,,,,,,Selachii,368408,,,,,,Gnathostomata,1828,,SharkBase,,,,Animalia,2,,,,,,,,,,,,,,,True,,,,,,,,,,,,,2019-01-02T15:18:32,,,,,,,,,,120,,present,Carcharhiniformes,10210,,,1,individuals,,,,,,,,,,,,Chondrichthyes,1517375,,Chordata,,,1821,,,,,,,,,,,,,,,Carcharhinus falciformis,,urn:lsid:marinespecies.org:taxname:105789,,,,126.0,Carcharhinus falciformis,105789.0,,33.74,25.63,,,Neoselachii,368407,,,,,,,,,,,,,Vertebrata,,,146419,,,,,,,,,,,,,,,,,Galeomorphi,368410.0,,,,,Species,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carcharhinus falciformis,[NO_DEPTH],False,False,,migrating
2,a198615f-05a3-4543-adc0-5a03ff1ba8f0,875f115c-d422-47c9-8fdc-5422f777a752,,,,214557,"[70, 85]",,,,,,,HumanObservation,-3.0,,,,False,,,Elasmobranchii,10193,SharkBase,,,0.0009,100.0,New Caledonia,,,,,,,,1427587200000.0,1427587200000.0,1427587200000.0,2015.0,,-20.5621,164.26199,,,,,,,,,,,,,,,,2015-03-29 00:03:00,,,,,Carcharhinidae,105689,,,,,POINT (164.26190 -20.56210),,,,,Triaenodon,203966,,,,,,,,,,,,,,,,,,,,,,,,,,,Selachii,368408,,,,,,Gnathostomata,1828,,SharkBase,,,,Animalia,2,,,,,,,,,,,,,,,True,,,,,,,,,,,,,2019-01-02T15:18:32,,,,,,,,,,122,,present,Carcharhiniformes,10210,,,1,individuals,,,,,,,,,,,,Chondrichthyes,1517375,,Chordata,,,1821,,,,,,,,,,,,,,,Triaenodon obesus,,urn:lsid:marinespecies.org:taxname:214557,,,,-240.0,Triaenodon obesus,214557.0,,35.02,25.64,,,Neoselachii,368407,,,,,,,,,,,,,Vertebrata,,,146419,,,,,,,,,,,,,,,,,Galeomorphi,368410.0,,,,,Species,,,,,,,,,,,,,,,,,,,,,,,,,,,,Triaenodon obesus,"[NO_DEPTH, ON_LAND]",False,False,,resting
3,a198615f-05a3-4543-adc0-5a03ff1ba8f0,1fab5e50-4cd1-4bfc-a354-dd8cf6610cac,,,,105721,"[70, 85]",,,,,,,HumanObservation,-10.0,,,,True,,,Elasmobranchii,10193,SharkBase,,,0.0009,100.0,New Caledonia,,,,,,,,1426982400000.0,1426982400000.0,1426982400000.0,2015.0,,-21.6,165.39999,,,,,,,,,,,,,,,,2015-03-22 00:03:00,,,,,Carcharhinidae,105689,,,,,POINT (165.40000 -21.60000),,,,,Negaprion,105721,,,,,,,,,,,,,,,,,,,,,,,,,,,Selachii,368408,,,,,,Gnathostomata,1828,,SharkBase,,,,Animalia,2,,,,,,,,,,,,,,,True,,,,,,,,,,,,,2019-01-02T15:18:32,,,,,,,,,,123,,present,Carcharhiniformes,10210,,,1,individuals,,,,,,,,,,,,Chondrichthyes,1517375,,Chordata,,,1821,,,,,,,,,,,,,,,Negaprion,,urn:lsid:marinespecies.org:taxname:105721,,,,-1457.0,,,,35.18,25.03,,,Neoselachii,368407,,,,,,,,,,,,,Vertebrata,,,146419,,,,,,,,,,,,,,,,,Galeomorphi,368410.0,,,,,genus,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negaprion,"[NO_DEPTH, ON_LAND]",False,False,,resting
4,a198615f-05a3-4543-adc0-5a03ff1ba8f0,c7678960-fb37-4297-9432-e740abad7980,,,,214557,"[70, 85]",,,,,,,HumanObservation,-24.0,,,,False,,,Elasmobranchii,10193,SharkBase,,,0.0009,100.0,New Caledonia,,,,,,,,1422144000000.0,1422144000000.0,1422144000000.0,2015.0,,-22.2012,166.44299,,,,,,,,,,,,,,,,2015-01-25 00:01:00,,,,,Carcharhinidae,105689,,,,,POINT (166.44329 -22.20119),,,,,Triaenodon,203966,,,,,,,,,,,,,,,,,,,,,,,,,,,Selachii,368408,,,,,,Gnathostomata,1828,,SharkBase,,,,Animalia,2,,,,,,,,,,,,,,,True,,,,,,,,,,,,,2019-01-02T15:18:32,,,,,,,,,,124,,present,Carcharhiniformes,10210,,,1,individuals,,,,,,,,,,,,Chondrichthyes,1517375,,Chordata,,,1821,,,,,,,,,,,,,,,Triaenodon obesus,,urn:lsid:marinespecies.org:taxname:214557,,,,-655.0,Triaenodon obesus,214557.0,,,,,,Neoselachii,368407,,,,,,,,,,,,,Vertebrata,,,146419,,,,,,,,,,,,,,,,,Galeomorphi,368410.0,,,,,Species,,,,,,,,,,,,,,,,,,,,,,,,,,,,Triaenodon obesus,"[NO_DEPTH, ON_LAND]",False,False,,resting
5,a198615f-05a3-4543-adc0-5a03ff1ba8f0,a99e729b-2eb0-4276-a39c-7ff8a71fe31f,,,,214557,"[70, 85]",,,,,,,HumanObservation,28.0,,,,False,,,Elasmobranchii,10193,SharkBase,,,0.0009,100.0,New Caledonia,,,,,,,,1422144000000.0,1422144000000.0,1422144000000.0,2015.0,,-22.2972,166.29401,,,,,,,,,,,,,,,,2015-01-25 00:01:00,,,,,Carcharhinidae,105689,,,,,POINT (166.29353 -22.29721),,,,,Triaenodon,203966,,,,,,,,,,,,,,,,,,,,,,,,,,,Selachii,368408,,,,,,Gnathostomata,1828,,SharkBase,,,,Animalia,2,,,,,,,,,,,,,,,True,,,,,,,,,,,,,2019-01-02T15:18:32,,,,,,,,,,125,,present,Carcharhiniformes,10210,,,1,individuals,,,,,,,,,,,,Chondrichthyes,1517375,,Chordata,,,1821,,,,,,,,,,,,,,,Triaenodon obesus,,urn:lsid:marinespecies.org:taxname:214557,,,,-31.0,Triaenodon obesus,214557.0,,35.28,24.61,,,Neoselachii,368407,,,,,,,,,,,,,Vertebrata,,,146419,,,,,,,,,,,,,,,,,Galeomorphi,368410.0,,,,,Species,,,,,,,,,,,,,,,,,,,,,,,,,,,,Triaenodon obesus,"[NO_DEPTH, ON_LAND]",False,False,,resting
6,a198615f-05a3-4543-adc0-5a03ff1ba8f0,cb56e142-499f-4855-bd9b-fdf28ca154f4,,,,214557,"[8, 9, 21369, 40045, 31904]",,,,,,,HumanObservation,-7.0,,,,False,,,Elasmobranchii,10193,SharkBase,,,0.0009,100.0,Australia,,,,,,,,1428278400000.0,1428278400000.0,1428278400000.0,2015.0,,-21.8052,114.116,,,,,,,,,,,,,,,,2015-04-06 23:04:00,,,,,Carcharhinidae,105689,,,,,POINT (114.11575 -21.80520),,,,,Triaenodon,203966,,,,,,,,,,,,,,,,,,,,,,,,,,,Selachii,368408,,,,,,Gnathostomata,1828,,SharkBase,,,,Animalia,2,,,,,,,,,,,,,,,True,,,,,,,,,,,,,2019-01-02T15:18:32,,,,,,,,,,127,,present,Carcharhiniformes,10210,,,1,individuals,,,,,,,,,,,,Chondrichthyes,1517375,,Chordata,,,1821,,,,,,,,,,,,,,,Triaenodon obesus,,urn:lsid:marinespecies.org:taxname:214557,,,,131.0,Triaenodon obesus,214557.0,,34.82,25.5,,Western Australia,Neoselachii,368407,,,,,,,,,,,,,Vertebrata,,,146419,,,,,,,,,,,,,,,,,Galeomorphi,368410.0,,,,,Species,,,,,,,,,,,,,,,,,,,,,,,,,,,,Triaenodon obesus,[NO_DEPTH],False,False,,migrating
7,a198615f-05a3-4543-adc0-5a03ff1ba8f0,a33d0d90-7e2e-42e4-9a4c-7b9940a9e9bd,,,,220030,"[8, 9, 21369, 40045, 31904]",,,,,,,HumanObservation,-7.0,,,,False,,,Elasmobranchii,10193,SharkBase,,,0.0009,100.0,Australia,,,,,,,,1428278400000.0,1428278400000.0,1428278400000.0,2015.0,,-21.8055,114.116,,,,,,,,,,,,,,,,2015-04-06 23:04:00,,,,,Ginglymostomatidae,105705,,,,,POINT (114.11568 -21.80552),,,,,Nebrius,204604,,,,,,,,,,,,,,,,,,,,,,,,,,,Selachii,368408,,,,,,Gnathostomata,1828,,SharkBase,,,,Animalia,2,,,,,,,,,,,,,,,True,,,,,,,,,,,,,2019-01-02T15:18:32,,,,,,,,,,128,,present,Orectolobiformes,10208,,,1,individuals,,,,,,,,,,,,Chondrichthyes,1517375,,Chordata,,,1821,,,,,,,,,,,,,,,Nebrius ferrugineus,,urn:lsid:marinespecies.org:taxname:220030,,,,101.0,Nebrius ferrugineus,220030.0,,34.82,25.5,,Western Australia,Neoselachii,368407,,,,,,,,,,,,,Vertebrata,,,146419,,,,,,,,,,,,,,,,,Galeomorphi,368410.0,,,,,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nebrius ferrugineus,[NO_DEPTH],False,False,,migrating
8,a198615f-05a3-4543-adc0-5a03ff1ba8f0,654837a4-d144-41fb-9c78-75e551aa788c,,,,313100,"[8, 9, 40041, 34364]",,,,,,,HumanObservation,6.64,,,,True,,,Elasmobranchii,10193,SharkBase,,,0.0009,100.0,Australia,,,,,,,,1425340800000.0,1425340800000.0,1425340800000.0,2015.0,,-28.6118,153.62801,,,,,,,,,,,,,,,,2015-03-03 00:03:00,,,,,Stegostomatidae,148874,,,,,POINT (153.62828 -28.61180),,,,,Stegostoma,206765,,,,,,,,,,,,,,,,,,,,,,,,,,,Selachii,368408,,,,,,Gnathostomata,1828,,SharkBase,,,,Animalia,2,,,,,,,,,,,,,,,True,,,,,,,,,,,,,2019-01-02T15:18:32,,,,,,,,,,129,,present,Orectolobiformes,10208,,,1,individuals,,,,,,,,,,,,Chondrichthyes,1517375,,Chordata,,,1821,,,,,,,,,,,,,,,Stegostoma tigrinum,,urn:lsid:marinespecies.org:taxname:220032,,,,24.0,Stegostoma tigrinum,313100.0,,35.4,23.31,,New South Wales,Neoselachii,368407,,,,,,,,,,,,,Vertebrata,,,146419,,,,,,,,,,,,,,,,,Galeomorphi,368410.0,,,,,species,,,,,,,220032.0,,,,,,,,,,,,,,,,,,,,,Stegostoma fasciatum,[NO_DEPTH],False,False,,eating
9,a198615f-05a3-4543-adc0-5a03ff1ba8f0,b9128df7-35d9-4af7-bac7-41260cce1915,,,,105719,"[17, 40012, 31912]",,,,,,,HumanObservation,10.0,,,,True,,,Elasmobranchii,10193,SharkBase,,,0.0009,100.0,,,,,,,,,1418169600000.0,1418169600000.0,1418169600000.0,2014.0,,24.487,-77.7082,,,,,,,,,,,,,,,,2014-12-10 00:12:00,,,,,Carcharhinidae,105689,,,,,POINT (-77.70823 24.48705),,,,,Carcharhinus,105719,,,,,,,,,,,,,,,,,,,,,,,,,,,Selachii,368408,,,,,,Gnathostomata,1828,,SharkBase,,,,Animalia,2,,,,,,,,,,,,,,,True,,,,,,,,,,,,,2019-01-02T15:18:33,,,,,,,,,,13,,present,Carcharhiniformes,10210,,,1,individuals,,,,,,,,,,,,Chondrichthyes,1517375,,Chordata,,,1821,,,,,,,,,,,,,,,Carcharhinus,,urn:lsid:marinespecies.org:taxname:105719,,,,731.0,,,,36.56,26.87,,,Neoselachii,368407,,,,,,,,,,,,,Vertebrata,,,146419,,,,,,,,,,,,,,,,,Galeomorphi,368410.0,,,,,genus,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carcharhinus,[NO_DEPTH],False,False,,migrating
